name,country_iso2,ticker,source_item,source
"IN8bio,Inc.",US,INAB,,DataHub Nasdaq listings
First Internet Bancorp,US,INBK,,DataHub Nasdaq listings
Intelligent Bio SolutionsInc.,US,INBS,,DataHub Nasdaq listings
"Inhibrx Biosciences,Inc.",US,INBX,,DataHub Nasdaq listings
IntercureLtd.,US,INCR,,DataHub Nasdaq listings
IncyteCorporation,US,INCY,,DataHub Nasdaq listings
Independent BankCorp.,US,INDB,,DataHub Nasdaq listings
"indie Semiconductor,Inc.",US,INDI,,DataHub Nasdaq listings
"Indaptus Therapeutics,Inc.",US,INDP,,DataHub Nasdaq listings
"Indivior Pharmaceuticals,Inc.",US,INDV,,DataHub Nasdaq listings
INNEOVA HoldingsLimited,US,INEO,,DataHub Nasdaq listings
"Inogen,Inc",US,INGN,,DataHub Nasdaq listings
Inno HoldingsInc.,US,INHD,,DataHub Nasdaq listings
"MiNK Therapeutics,Inc.",US,INKT,,DataHub Nasdaq listings
INLIFLIMITED,US,INLF,,DataHub Nasdaq listings
InMed PharmaceuticalsInc.,US,INM,,DataHub Nasdaq listings
INmune BioInc.,US,INMB,,DataHub Nasdaq listings
InModeLtd.,US,INMD,,DataHub Nasdaq listings
InnovAge HoldingCorp.,US,INNV,,DataHub Nasdaq listings
"Inovio Pharmaceuticals,Inc.",US,INO,,DataHub Nasdaq listings
InnodataInc.,US,INOD,,DataHub Nasdaq listings
"Inspired Entertainment,Inc.",US,INSE,,DataHub Nasdaq listings
InseegoCorp.,US,INSG,,DataHub Nasdaq listings
Insmed Incorporated,US,INSM,,DataHub Nasdaq listings
"Intapp,Inc.",US,INTA,,DataHub Nasdaq listings
IntelCorporation,US,INTC,,DataHub Nasdaq listings
The IntergroupCorporation,US,INTG,,DataHub Nasdaq listings
Intelligent GroupLimited,US,INTJ,,DataHub Nasdaq listings
Inter & Co.Inc.,US,INTR,,DataHub Nasdaq listings
"Intensity Therapeutics,Inc.",US,INTS,,DataHub Nasdaq listings
IntuitInc.,US,INTU,,DataHub Nasdaq listings
IntrusionInc.,US,INTZ,,DataHub Nasdaq listings
"Innventure,Inc.",US,INV,,DataHub Nasdaq listings
"Innoviva,Inc.",US,INVA,,DataHub Nasdaq listings
"Identiv,Inc.",US,INVE,,DataHub Nasdaq listings
Innoviz TechnologiesLtd.,US,INVZ,,DataHub Nasdaq listings
ioneerLtd,US,IONR,,DataHub Nasdaq listings
"Ionis Pharmaceuticals,Inc.",US,IONS,,DataHub Nasdaq listings
InnospecInc.,US,IOSP,,DataHub Nasdaq listings
iOThreeLimited,US,IOTR,,DataHub Nasdaq listings
"Iovance Biotherapeutics,Inc.",US,IOVA,,DataHub Nasdaq listings
"Interparfums,Inc.",US,IPAR,,DataHub Nasdaq listings
"Professional Diversity Network,Inc.",US,IPDN,,DataHub Nasdaq listings
IPG PhotonicsCorporation,US,IPGP,,DataHub Nasdaq listings
Innate Pharma S.A.,US,IPHA,,DataHub Nasdaq listings
Intelligent Protection ManagementCorp.,US,IPM,,DataHub Nasdaq listings
"Century Therapeutics,Inc.",US,IPSC,,DataHub Nasdaq listings
"IP Strategy Holdings,Inc.",US,IPST,,DataHub Nasdaq listings
iPowerInc.,US,IPW,,DataHub Nasdaq listings
Ideal PowerInc.,US,IPWR,,DataHub Nasdaq listings
IperionXLimited,US,IPX,,DataHub Nasdaq listings
"iQIYI,Inc.",US,IQ,,DataHub Nasdaq listings
iQSTELInc.,US,IQST,,DataHub Nasdaq listings
"Opus Genetics,Inc.",US,IRD,,DataHub Nasdaq listings
Iridium CommunicationsInc,US,IRDM,,DataHub Nasdaq listings
IRENLimited,US,IREN,,DataHub Nasdaq listings
IRIDEXCorporation,US,IRIX,,DataHub Nasdaq listings
iRadimedCorporation,US,IRMD,,DataHub Nasdaq listings
"Disc Medicine,Inc.",US,IRON,,DataHub Nasdaq listings
"iRhythm Holdings,Inc.",US,IRTC,,DataHub Nasdaq listings
"Ironwood Pharmaceuticals,Inc.",US,IRWD,,DataHub Nasdaq listings
Isabella BankCorporation,US,ISBA,,DataHub Nasdaq listings
iSpecimenInc.,US,ISPC,,DataHub Nasdaq listings
Ispire TechnologyInc.,US,ISPR,,DataHub Nasdaq listings
"Intuitive Surgical,Inc.",US,ISRG,,DataHub Nasdaq listings
"Innovative Solutions and Support,Inc.",US,ISSC,,DataHub Nasdaq listings
Investar HoldingCorporation,US,ISTR,,DataHub Nasdaq listings
Investors TitleCompany,US,ITIC,,DataHub Nasdaq listings
iTonic HoldingsLtd,US,ITOC,,DataHub Nasdaq listings
"Itron,Inc.",US,ITRI,,DataHub Nasdaq listings
Ituran Location and ControlLtd.,US,ITRN,,DataHub Nasdaq listings
Inventiva S.A.,US,IVA,,DataHub Nasdaq listings
"Iveda Solutions,Inc.",US,IVDA,,DataHub Nasdaq listings
"INVO Fertility,Inc.",US,IVF,,DataHub Nasdaq listings
"Invivyd,Inc.",US,IVVD,,DataHub Nasdaq listings
Incannex HealthcareInc.,US,IXHL,,DataHub Nasdaq listings
"IZEA Worldwide,Inc.",US,IZEA,,DataHub Nasdaq listings
ICZOOM GroupInc.,US,IZM,,DataHub Nasdaq listings
Jack In The BoxInc.,US,JACK,,DataHub Nasdaq listings
"Jaguar Health,Inc.",US,JAGX,,DataHub Nasdaq listings
"JAKKS Pacific,Inc.",US,JAKK,,DataHub Nasdaq listings
"Janux Therapeutics,Inc.",US,JANX,,DataHub Nasdaq listings
Jazz Pharmaceuticalsplc,US,JAZZ,,DataHub Nasdaq listings
JBDI HoldingsLimited,US,JBDI,,DataHub Nasdaq listings
"J.B. Hunt Transport Services,Inc.",US,JBHT,,DataHub Nasdaq listings
"Jade Biosciences,Inc.",US,JBIO,,DataHub Nasdaq listings
JetBlue AirwaysCorporation,US,JBLU,,DataHub Nasdaq listings
"John B. Sanfilippo & Son,Inc.",US,JBSS,,DataHub Nasdaq listings
"Jefferson Capital,Inc.",US,JCAP,,DataHub Nasdaq listings
JE Cleantech HoldingsLimited,US,JCSE,,DataHub Nasdaq listings
Jewett-Cameron TradingCompany,US,JCTC,,DataHub Nasdaq listings
"JD.com,Inc.",US,JD,,DataHub Nasdaq listings
JIADELIMITED,US,JDZG,,DataHub Nasdaq listings
707 Cayman HoldingsLimited,US,JEM,,DataHub Nasdaq listings
J and Friends HoldingsLimited,US,JF,,DataHub Nasdaq listings
JFB Construction Holdings,US,JFB,,DataHub Nasdaq listings
Jiayin GroupInc.,US,JFIN,,DataHub Nasdaq listings
9FInc.,US,JFU,,DataHub Nasdaq listings
Aurora MobileLimited,US,JG,,DataHub Nasdaq listings
J & J Snack FoodsCorp.,US,JJSF,,DataHub Nasdaq listings
"Jack Henry & Associates,Inc.",US,JKHY,,DataHub Nasdaq listings
J-Long GroupLimited,US,JL,,DataHub Nasdaq listings
Julong HoldingLimited,US,JLHL,,DataHub Nasdaq listings
"John Marshall Bancorp,Inc.",US,JMSB,,DataHub Nasdaq listings
Johnson OutdoorsInc.,US,JOUT,,DataHub Nasdaq listings
JOYYInc.,US,JOYY,,DataHub Nasdaq listings
"Jerash Holdings (US),Inc.",US,JRSH,,DataHub Nasdaq listings
"James River Group Holdings,Inc.",US,JRVR,,DataHub Nasdaq listings
NavientCorporation,US,JSM,,DataHub Nasdaq listings
"Jasper Therapeutics,Inc.",US,JSPR,,DataHub Nasdaq listings
Jet.AIInc.,US,JTAI,,DataHub Nasdaq listings
"Jupiter Neurosciences,Inc.",US,JUNS,,DataHub Nasdaq listings
"Coffee Holding Co.,Inc.",US,JVA,,DataHub Nasdaq listings
Jowell GlobalLtd.,US,JWEL,,DataHub Nasdaq listings
JX Luxventure GroupInc.,US,JXG,,DataHub Nasdaq listings
Jayud Global LogisticsLimited,US,JYD,,DataHub Nasdaq listings
The JointCorp.,US,JYNT,,DataHub Nasdaq listings
Jianzhi Education Technology Group CompanyLimited,US,JZ,,DataHub Nasdaq listings
"Jiuzi Holdings,Inc.",US,JZXN,,DataHub Nasdaq listings
"KALA BIO,Inc.",US,KALA,,DataHub Nasdaq listings
Kaiser AluminumCorporation,US,KALU,,DataHub Nasdaq listings
"KalVista Pharmaceuticals,Inc.",US,KALV,,DataHub Nasdaq listings
KaroooooLtd.,US,KARO,,DataHub Nasdaq listings
Karbon Capital PartnersCorp.,US,KBON,,DataHub Nasdaq listings
FSTCorp.,US,KBSX,,DataHub Nasdaq listings
Kingsoft Cloud HoldingsLimited,US,KC,,DataHub Nasdaq listings
"Kodiak AI,Inc.",US,KDK,,DataHub Nasdaq listings
Keurig Dr PepperInc.,US,KDP,,DataHub Nasdaq listings
"Kimball Electronics,Inc.",US,KE,,DataHub Nasdaq listings
Keel InfrastructureCorp.,US,KEEL,,DataHub Nasdaq listings
"Kelly Services,Inc.",US,KELYA,,DataHub Nasdaq listings
Kewaunee ScientificCorporation,US,KEQU,,DataHub Nasdaq listings
Kentucky First Federal Bancorp,US,KFFB,,DataHub Nasdaq listings
"Kestrel Group,Ltd.",US,KG,,DataHub Nasdaq listings
Kolibri Global EnergyInc.,US,KGEI,,DataHub Nasdaq listings
The Kraft HeinzCompany,US,KHC,,DataHub Nasdaq listings
OrthoPediatricsCorp.,US,KIDS,,DataHub Nasdaq listings
"Classover Holdings,Inc.",US,KIDZ,,DataHub Nasdaq listings
"Kingstone Companies,Inc",US,KINS,,DataHub Nasdaq listings
"Nauticus Robotics,Inc.",US,KITT,,DataHub Nasdaq listings
"Kulicke and Soffa Industries,Inc.",US,KLIC,,DataHub Nasdaq listings
"Kailera Therapeutics,Inc.",US,KLRA,,DataHub Nasdaq listings
"Kalaris Therapeutics,Inc.",US,KLRS,,DataHub Nasdaq listings
"Kaltura,Inc.",US,KLTR,,DataHub Nasdaq listings
"KLX Energy Services Holdings,Inc.",US,KLXE,,DataHub Nasdaq listings
Kimberly-ClarkCorporation,US,KMB,,DataHub Nasdaq listings
KamadaLtd.,US,KMDA,,DataHub Nasdaq listings
K-Tech Solutions CompanyLimited,US,KMRK,,DataHub Nasdaq listings
"Kestra Medical Technologies,Ltd.",US,KMTS,,DataHub Nasdaq listings
"Kandi Technologies Group,Inc.",US,KNDI,,DataHub Nasdaq listings
"Kiniksa Pharmaceuticals International,plc",US,KNSA,,DataHub Nasdaq listings
Kodiak SciencesInc,US,KOD,,DataHub Nasdaq listings
KopinCorporation,US,KOPN,,DataHub Nasdaq listings
KossCorporation,US,KOSS,,DataHub Nasdaq listings
"Katapult Holdings,Inc.",US,KPLT,,DataHub Nasdaq listings
"Kiora Pharmaceuticals,Inc.",US,KPRX,,DataHub Nasdaq listings
Karyopharm TherapeuticsInc.,US,KPTI,,DataHub Nasdaq listings
36Kr HoldingsInc.,US,KRKR,,DataHub Nasdaq listings
"KORU Medical Systems,Inc.",US,KRMD,,DataHub Nasdaq listings
Kornit DigitalLtd.,US,KRNT,,DataHub Nasdaq listings
Kearny Financial,US,KRNY,,DataHub Nasdaq listings
"Keros Therapeutics,Inc.",US,KROS,,DataHub Nasdaq listings
"Korro Bio,Inc.",US,KRRO,,DataHub Nasdaq listings
Karat PackagingInc.,US,KRT,,DataHub Nasdaq listings
"Kura Sushi USA,Inc.",US,KRUS,,DataHub Nasdaq listings
"Krystal Biotech,Inc.",US,KRYS,,DataHub Nasdaq listings
"Knightscope,Inc.",US,KSCP,,DataHub Nasdaq listings
Joint Stock Company Kaspi.kz,US,KSPI,,DataHub Nasdaq listings
Key TronicCorporation,US,KTCC,,DataHub Nasdaq listings
"Kratos Defense & Security Solutions,Inc.",US,KTOS,,DataHub Nasdaq listings
Pasithea TherapeuticsCorp.,US,KTTA,,DataHub Nasdaq listings
"Kura Oncology,Inc.",US,KURA,,DataHub Nasdaq listings
"Kustom Entertainment,Inc.",US,KUST,,DataHub Nasdaq listings
"KVH Industries,Inc.",US,KVHI,,DataHub Nasdaq listings
"K Wave Media,Ltd.",US,KWM,,DataHub Nasdaq listings
Kaixin Holdings,US,KXIN,,DataHub Nasdaq listings
Kyivstar GroupLtd.,US,KYIV,,DataHub Nasdaq listings
"Kymera Therapeutics,Inc.",US,KYMR,,DataHub Nasdaq listings
"Kyntra Bio,Inc.",US,KYNB,,DataHub Nasdaq listings
"Kyverna Therapeutics,Inc.",US,KYTX,,DataHub Nasdaq listings
Kazia TherapeuticsLimited,US,KZIA,,DataHub Nasdaq listings
Standard BioToolsInc.,US,LAB,,DataHub Nasdaq listings
Lakewood-Amedex BiotherapeuticsInc.,US,LABT,,DataHub Nasdaq listings
SEALSQCorp,US,LAES,,DataHub Nasdaq listings
"Lakeland Industries,Inc.",US,LAKE,,DataHub Nasdaq listings
Lamar AdvertisingCompany,US,LAMR,,DataHub Nasdaq listings
Gladstone LandCorporation,US,LAND,,DataHub Nasdaq listings
Landmark BancorpInc.,US,LARK,,DataHub Nasdaq listings
Laser PhotonicsCorporation,US,LASE,,DataHub Nasdaq listings
"nLIGHT,Inc.",US,LASR,,DataHub Nasdaq listings
"Laureate Education,Inc.",US,LAUR,,DataHub Nasdaq listings
"Robot Consulting Co.,Ltd.",US,LAWR,,DataHub Nasdaq listings
Li Bang International CorporationInc.,US,LBGJ,,DataHub Nasdaq listings
Liberty BroadbandCorporation,US,LBRDA,,DataHub Nasdaq listings
LB PharmaceuticalsInc,US,LBRX,,DataHub Nasdaq listings
Liberty GlobalLtd.,US,LBTYA,,DataHub Nasdaq listings
LocafyLimited,US,LCFY,,DataHub Nasdaq listings
"Lucid Group,Inc.",US,LCID,,DataHub Nasdaq listings
LCNBCorporation,US,LCNB,,DataHub Nasdaq listings
"Lifetime Brands,Inc.",US,LCUT,,DataHub Nasdaq listings
"Lands' End,Inc.",US,LE,,DataHub Nasdaq listings
"Lincoln Electric Holdings,Inc.",US,LECO,,DataHub Nasdaq listings
SemiLEDSCorporation,US,LEDS,,DataHub Nasdaq listings
"Lee Enterprises, Incorporated",US,LEE,,DataHub Nasdaq listings
Legacy HousingCorporation,US,LEGH,,DataHub Nasdaq listings
Legend BiotechCorporation,US,LEGN,,DataHub Nasdaq listings
"LENZ Therapeutics,Inc.",US,LENZ,,DataHub Nasdaq listings
"Leslie's,Inc.",US,LESL,,DataHub Nasdaq listings
Lexaria BioscienceCorp.,US,LEXX,,DataHub Nasdaq listings
"Lifecore Biomedical,Inc.",US,LFCR,,DataHub Nasdaq listings
"LifeMD,Inc.",US,LFMD,,DataHub Nasdaq listings
"LEIFRAS Co.,Ltd.",US,LFS,,DataHub Nasdaq listings
"LifeStance Health Group,Inc.",US,LFST,,DataHub Nasdaq listings
"Littelfuse,Inc.",US,LFUS,,DataHub Nasdaq listings
LifevantageCorporation,US,LFVN,,DataHub Nasdaq listings
LifewardLtd.,US,LFWD,,DataHub Nasdaq listings
Lucas GCLimited,US,LGCL,,DataHub Nasdaq listings
Lion Group HoldingLtd.,US,LGHL,,DataHub Nasdaq listings
"LGI Homes,Inc.",US,LGIH,,DataHub Nasdaq listings
LegenceCorp.,US,LGN,,DataHub Nasdaq listings
Ligand Pharmaceuticals Incorporated,US,LGND,,DataHub Nasdaq listings
LargoInc.,US,LGO,,DataHub Nasdaq listings
LongeveronInc.,US,LGVN,,DataHub Nasdaq listings
Linkhome HoldingsInc.,US,LHAI,,DataHub Nasdaq listings
Lianhe Sowell International GroupLtd,US,LHSW,,DataHub Nasdaq listings
Li AutoInc.,US,LI,,DataHub Nasdaq listings
Lichen InternationalLimited,US,LICN,,DataHub Nasdaq listings
"AEye,Inc.",US,LIDR,,DataHub Nasdaq listings
"Chicago Atlantic BDC,Inc.",US,LIEN,,DataHub Nasdaq listings
"Life360,Inc.",US,LIF,,DataHub Nasdaq listings
Ethos TechnologiesInc.,US,LIFE,,DataHub Nasdaq listings
Liberty Latin AmericaLtd.,US,LILA,,DataHub Nasdaq listings
"Liminatus Pharma,Inc.",US,LIMN,,DataHub Nasdaq listings
Lincoln Educational ServicesCorporation,US,LINC,,DataHub Nasdaq listings
Lindblad Expeditions HoldingsInc.,US,LIND,,DataHub Nasdaq listings
"Lineage,Inc.",US,LINE,,DataHub Nasdaq listings
"Interlink Electronics,Inc.",US,LINK,,DataHub Nasdaq listings
"LiqTech International,Inc.",US,LIQT,,DataHub Nasdaq listings
Lumentum HoldingsInc.,US,LITE,,DataHub Nasdaq listings
"Lite Strategy,Inc.",US,LITS,,DataHub Nasdaq listings
Live Ventures Incorporated,US,LIVE,,DataHub Nasdaq listings
LivaNovaPLC,US,LIVN,,DataHub Nasdaq listings
"Lixte Biotechnology Holdings,Inc.",US,LIXT,,DataHub Nasdaq listings
Lakeland FinancialCorporation,US,LKFN,,DataHub Nasdaq listings
Lakefront Biotherapeutics,US,LKFT,,DataHub Nasdaq listings
LKQCorporation,US,LKQ,,DataHub Nasdaq listings
"Liberty Live Holdings,Inc.",US,LLYVA,,DataHub Nasdaq listings
"LeMaitre Vascular,Inc.",US,LMAT,,DataHub Nasdaq listings
"Limbach Holdings,Inc.",US,LMB,,DataHub Nasdaq listings
LimoneiraCo,US,LMNR,,DataHub Nasdaq listings
"Lumexa Imaging Holdings,Inc.",US,LMRI,,DataHub Nasdaq listings
Lunai BioworksInc.,US,LNAI,,DataHub Nasdaq listings
Linkers IndustriesLimited,US,LNKS,,DataHub Nasdaq listings
"LENSAR,Inc.",US,LNSR,,DataHub Nasdaq listings
Alliant EnergyCorporation,US,LNT,,DataHub Nasdaq listings
"Lantheus Holdings,Inc.",US,LNTH,,DataHub Nasdaq listings
"LanzaTech Global,Inc.",US,LNZA,,DataHub Nasdaq listings
"Manhattan Bridge Capital,Inc",US,LOAN,,DataHub Nasdaq listings
LOBO TECHNOLOGIESLTD.,US,LOBO,,DataHub Nasdaq listings
"El Pollo Loco Holdings,Inc.",US,LOCO,,DataHub Nasdaq listings
Logitech International S.A.,US,LOGI,,DataHub Nasdaq listings
"LeonaBio,Inc.",US,LONA,,DataHub Nasdaq listings
"Loop Industries,Inc.",US,LOOP,,DataHub Nasdaq listings
"Grand Canyon Education,Inc.",US,LOPE,,DataHub Nasdaq listings
Lotus TechnologyInc.,US,LOT,,DataHub Nasdaq listings
The LovesacCompany,US,LOVE,,DataHub Nasdaq listings
LipocineInc.,US,LPCN,,DataHub Nasdaq listings
LPL Financial HoldingsInc.,US,LPLA,,DataHub Nasdaq listings
Open LendingCorporation,US,LPRO,,DataHub Nasdaq listings
"LivePerson,Inc.",US,LPSN,,DataHub Nasdaq listings
"LightPath Technologies,Inc.",US,LPTH,,DataHub Nasdaq listings
LiquidiaCorporation,US,LQDA,,DataHub Nasdaq listings
"Liquidity Services,Inc.",US,LQDT,,DataHub Nasdaq listings
Lam ResearchCorporation,US,LRCX,,DataHub Nasdaq listings
"Lead Real Estate Co.,Ltd",US,LRE,,DataHub Nasdaq listings
La Rosa HoldingsCorp.,US,LRHC,,DataHub Nasdaq listings
"Larimar Therapeutics,Inc.",US,LRMR,,DataHub Nasdaq listings
"Lesaka Technologies,Inc.",US,LSAK,,DataHub Nasdaq listings
"Lake Shore Bancorp,Inc.",US,LSBK,,DataHub Nasdaq listings
Lattice SemiconductorCorporation,US,LSCC,,DataHub Nasdaq listings
"Leishen Energy Holding Co.,Ltd.",US,LSE,,DataHub Nasdaq listings
Lakeside HoldingLimited,US,LSH,,DataHub Nasdaq listings
"Lisata Therapeutics,Inc.",US,LSTA,,DataHub Nasdaq listings
"Landstar System,Inc.",US,LSTR,,DataHub Nasdaq listings
LightbridgeCorporation,US,LTBR,,DataHub Nasdaq listings
Lantern PharmaInc.,US,LTRN,,DataHub Nasdaq listings
"Lantronix,Inc.",US,LTRX,,DataHub Nasdaq listings
Sports Entertainment Gaming GlobalCorporation,US,LTRYW,,DataHub Nasdaq listings
Lucid DiagnosticsInc.,US,LUCD,,DataHub Nasdaq listings
"Innovative Eyewear,Inc.",US,LUCY,,DataHub Nasdaq listings
lululemon athleticainc.,US,LULU,,DataHub Nasdaq listings
PulmonxCorporation,US,LUNG,,DataHub Nasdaq listings
"Intuitive Machines,Inc.",US,LUNR,,DataHub Nasdaq listings
"Lulu's Fashion Lounge Holdings,Inc.",US,LVLU,,DataHub Nasdaq listings
"LiveOne,Inc.",US,LVO,,DataHub Nasdaq listings
"Lifeway Foods,Inc.",US,LWAY,,DataHub Nasdaq listings
"Lightwave Logic,Inc.",US,LWLG,,DataHub Nasdaq listings
LexinFintech HoldingsLtd.,US,LX,,DataHub Nasdaq listings
"Lixiang Education Holding Co.,Ltd.",US,LXEH,,DataHub Nasdaq listings
"Lexeo Therapeutics,Inc.",US,LXEO,,DataHub Nasdaq listings
"Lexicon Pharmaceuticals,Inc.",US,LXRX,,DataHub Nasdaq listings
"Lyell Immunopharma,Inc.",US,LYEL,,DataHub Nasdaq listings
"Lyft,Inc.",US,LYFT,,DataHub Nasdaq listings
LSI IndustriesInc.,US,LYTS,,DataHub Nasdaq listings
"LegalZoom.com,Inc.",US,LZ,,DataHub Nasdaq listings
LZ Technology HoldingsLimited,US,LZMH,,DataHub Nasdaq listings
MaaseInc.,US,MAAS,,DataHub Nasdaq listings
Magnitude InternationalLtd,US,MAGH,,DataHub Nasdaq listings
Mako MiningCorp,US,MAKO,,DataHub Nasdaq listings
"Mama's Creations,Inc.",US,MAMA,,DataHub Nasdaq listings
MaxsMakingInc.,US,MAMK,,DataHub Nasdaq listings
Massimo Group,US,MAMO,,DataHub Nasdaq listings
"Manhattan Associates,Inc.",US,MANH,,DataHub Nasdaq listings
"MARA Holdings,Inc.",US,MARA,,DataHub Nasdaq listings
Marine Petroleum Trust,US,MARPS,,DataHub Nasdaq listings
MasimoCorporation,US,MASI,,DataHub Nasdaq listings
3 E Network Technology GroupLtd,US,MASK,,DataHub Nasdaq listings
908 DevicesInc.,US,MASS,,DataHub Nasdaq listings
"Mattel,Inc.",US,MAT,,DataHub Nasdaq listings
Metalpha Technology HoldingLimited,US,MATH,,DataHub Nasdaq listings
Matthews InternationalCorporation,US,MATW,,DataHub Nasdaq listings
"J. W. Mays,Inc.",US,MAYS,,DataHub Nasdaq listings
"Maze Therapeutics,Inc.",US,MAZE,,DataHub Nasdaq listings
MasterBeef Group,US,MB,,DataHub Nasdaq listings
Check-CapLtd.,US,MBAI,,DataHub Nasdaq listings
"Marathon Bancorp,Inc.",US,MBBC,,DataHub Nasdaq listings
Merchants Bancorp,US,MBIN,,DataHub Nasdaq listings
"Mustang Bio,Inc.",US,MBIO,,DataHub Nasdaq listings
Mobileye GlobalInc.,US,MBLY,,DataHub Nasdaq listings
Medallion Bank,US,MBNKO,,DataHub Nasdaq listings
Microbot MedicalInc.,US,MBOT,,DataHub Nasdaq listings
"Moleculin Biotech,Inc.",US,MBRX,,DataHub Nasdaq listings
"Malibu Boats,Inc.",US,MBUU,,DataHub Nasdaq listings
Mercantile BankCorporation,US,MBWM,,DataHub Nasdaq listings
"MBX Biosciences,Inc.",US,MBX,,DataHub Nasdaq listings
"MetroCity Bankshares,Inc.",US,MCBS,,DataHub Nasdaq listings
"MasterCraft Boat Holdings,Inc.",US,MCFT,,DataHub Nasdaq listings
Mechanics Bancorp,US,MCHB,,DataHub Nasdaq listings
Microchip Technology Incorporated,US,MCHP,,DataHub Nasdaq listings
"Marchex,Inc.",US,MCHX,,DataHub Nasdaq listings
"Seres Therapeutics,Inc.",US,MCRB,,DataHub Nasdaq listings
"Monarch Casino & Resort,Inc.",US,MCRI,,DataHub Nasdaq listings
Charming MedicalLimited,US,MCTA,,DataHub Nasdaq listings
"Spectral AI,Inc.",US,MDAI,,DataHub Nasdaq listings
"MongoDB,Inc.",US,MDB,,DataHub Nasdaq listings
"MDB Capital Holdings, LLC",US,MDBH,,DataHub Nasdaq listings
Medicus PharmaLtd.,US,MDCX,,DataHub Nasdaq listings
"Madrigal Pharmaceuticals,Inc.",US,MDGL,,DataHub Nasdaq listings
Mediaco HoldingInc.,US,MDIA,,DataHub Nasdaq listings
MedlineInc.,US,MDLN,,DataHub Nasdaq listings
"Mondelez International,Inc.",US,MDLZ,,DataHub Nasdaq listings
"Medalist Diversified,Inc.",US,MDRR,,DataHub Nasdaq listings
MediWoundLtd.,US,MDWD,,DataHub Nasdaq listings
"MiMedx Group,Inc",US,MDXG,,DataHub Nasdaq listings
MDxHealth SA,US,MDXH,,DataHub Nasdaq listings
"Medpace Holdings,Inc.",US,MEDP,,DataHub Nasdaq listings
Magic Empire GlobalLimited,US,MEGL,,DataHub Nasdaq listings
"Functional Brands,Inc.",US,MEHA,,DataHub Nasdaq listings
"MercadoLibre,Inc.",US,MELI,,DataHub Nasdaq listings
Jyong BiotechLtd.,US,MENS,,DataHub Nasdaq listings
MethanexCorporation,US,MEOH,,DataHub Nasdaq listings
Mercer InternationalInc.,US,MERC,,DataHub Nasdaq listings
MesoblastLimited,US,MESO,,DataHub Nasdaq listings
"Meta Platforms,Inc.",US,META,,DataHub Nasdaq listings
"Ramaco Resources,Inc.",US,METC,,DataHub Nasdaq listings
mF InternationalLimited,US,MFI,,DataHub Nasdaq listings
MidCap Financial InvestmentCorporation,US,MFIC,,DataHub Nasdaq listings
Medallion FinancialCorp.,US,MFIN,,DataHub Nasdaq listings
MGE EnergyInc.,US,MGEE,,DataHub Nasdaq listings
Millennium Group International HoldingsLimited,US,MGIH,,DataHub Nasdaq listings
Megan HoldingsLimited,US,MGN,,DataHub Nasdaq listings
"Magnite,Inc.",US,MGNI,,DataHub Nasdaq listings
"MacroGenics,Inc.",US,MGNX,,DataHub Nasdaq listings
"MGP Ingredients,Inc.",US,MGPI,,DataHub Nasdaq listings
McGrath RentCorp,US,MGRC,,DataHub Nasdaq listings
Mega Fortune CompanyLimited,US,MGRT,,DataHub Nasdaq listings
"Mangoceuticals,Inc.",US,MGRX,,DataHub Nasdaq listings
MeiraGTx Holdingsplc,US,MGTX,,DataHub Nasdaq listings
"Metagenomi Therapeutics,Inc.",US,MGX,,DataHub Nasdaq listings
"Magyar Bancorp,Inc.",US,MGYR,,DataHub Nasdaq listings
The MiddlebyCorporation,US,MIDD,,DataHub Nasdaq listings
Mint IncorporationLimited,US,MIMI,,DataHub Nasdaq listings
"MIND Technology,Inc.",US,MIND,,DataHub Nasdaq listings
"MIRA Pharmaceuticals,Inc.",US,MIRA,,DataHub Nasdaq listings
"Mirum Pharmaceuticals,Inc.",US,MIRM,,DataHub Nasdaq listings
Milestone PharmaceuticalsInc.,US,MIST,,DataHub Nasdaq listings
"Mitek Systems,Inc.",US,MITK,,DataHub Nasdaq listings
MKDWELL TechInc.,US,MKDW,,DataHub Nasdaq listings
MKSInc.,US,MKSI,,DataHub Nasdaq listings
"MarketWise,Inc.",US,MKTW,,DataHub Nasdaq listings
"MarketAxess Holdings,Inc.",US,MKTX,,DataHub Nasdaq listings
"MacKenzie Realty Capital,Inc.",US,MKZR,,DataHub Nasdaq listings
"Mesa Laboratories,Inc.",US,MLAB,,DataHub Nasdaq listings
Mount Logan CapitalInc.,US,MLCI,,DataHub Nasdaq listings
Melco Resorts & EntertainmentLimited,US,MLCO,,DataHub Nasdaq listings
Moolec Science SA,US,MLEC,,DataHub Nasdaq listings
"MicroAlgo,Inc.",US,MLGO,,DataHub Nasdaq listings
"MillerKnoll,Inc.",US,MLKN,,DataHub Nasdaq listings
MoonLake Immunotherapeutics,US,MLTX,,DataHub Nasdaq listings
"Mineralys Therapeutics,Inc.",US,MLYS,,DataHub Nasdaq listings
"MiniMed Group,Inc.",US,MMED,,DataHub Nasdaq listings
Martin Midstream Partners L.P.,US,MMLP,,DataHub Nasdaq listings
"Merit Medical Systems,Inc.",US,MMSI,,DataHub Nasdaq listings
MakeMyTripLimited,US,MMYT,,DataHub Nasdaq listings
MIND C.T.I.Ltd.,US,MNDO,,DataHub Nasdaq listings
Mobile-health Network Solutions,US,MNDR,,DataHub Nasdaq listings
