name,country_iso2,ticker,source_item,source
BUUU GroupLimited,US,BUUU,,DataHub Nasdaq listings
BitVenturesLimited,US,BVC,,DataHub Nasdaq listings
"BV Financial,Inc.",US,BVFL,,DataHub Nasdaq listings
BioventusInc.,US,BVS,,DataHub Nasdaq listings
BrainsWayLtd.,US,BWAY,,DataHub Nasdaq listings
"Bridgewater Bancshares,Inc.",US,BWB,,DataHub Nasdaq listings
"Broadwind,Inc.",US,BWEN,,DataHub Nasdaq listings
"Bankwell Financial Group,Inc.",US,BWFG,,DataHub Nasdaq listings
"The Baldwin Insurance Group,Inc.",US,BWIN,,DataHub Nasdaq listings
Bowman Consulting GroupLtd.,US,BWMN,,DataHub Nasdaq listings
"Park Ha Biological Technology Co.,Ltd.",US,BYAH,,DataHub Nasdaq listings
Broadway FinancialCorporation,US,BYFC,,DataHub Nasdaq listings
"Beyond Meat,Inc.",US,BYND,,DataHub Nasdaq listings
"Byrna Technologies,Inc.",US,BYRN,,DataHub Nasdaq listings
"BeyondSpring,Inc.",US,BYSI,,DataHub Nasdaq listings
KANZHUNLIMITED,US,BZ,,DataHub Nasdaq listings
"Blaize Holdings,Inc.",US,BZAI,,DataHub Nasdaq listings
"BuzzFeed,Inc.",US,BZFD,,DataHub Nasdaq listings
BaozunInc.,US,BZUN,,DataHub Nasdaq listings
"China Automotive Systems,Inc.",US,CAAS,,DataHub Nasdaq listings
"Cabaletta Bio,Inc.",US,CABA,,DataHub Nasdaq listings
"Caring Brands,Inc.",US,CABR,,DataHub Nasdaq listings
Camden NationalCorporation,US,CAC,,DataHub Nasdaq listings
Credit AcceptanceCorporation,US,CACC,,DataHub Nasdaq listings
"Candel Therapeutics,Inc.",US,CADL,,DataHub Nasdaq listings
"Caris Life Sciences,Inc.",US,CAI,,DataHub Nasdaq listings
The Cheesecake Factory Incorporated,US,CAKE,,DataHub Nasdaq listings
"CalciMedica,Inc.",US,CALC,,DataHub Nasdaq listings
"Cal-Maine Foods,Inc.",US,CALM,,DataHub Nasdaq listings
CAMP4 TherapeuticsCorporation,US,CAMP,,DataHub Nasdaq listings
CamtekLtd.,US,CAMT,,DataHub Nasdaq listings
CanaanInc.,US,CAN,,DataHub Nasdaq listings
"Capricor Therapeutics,Inc.",US,CAPR,,DataHub Nasdaq listings
Capstone HoldingCorp.,US,CAPS,,DataHub Nasdaq listings
"Avis Budget Group,Inc.",US,CAR,,DataHub Nasdaq listings
"Carter Bankshares,Inc.",US,CARE,,DataHub Nasdaq listings
"CarGurus,Inc.",US,CARG,,DataHub Nasdaq listings
"Carlsmed,Inc.",US,CARL,,DataHub Nasdaq listings
MaplebearInc.,US,CART,,DataHub Nasdaq listings
"Pathward Financial,Inc.",US,CASH,,DataHub Nasdaq listings
"Cass Information Systems,Inc",US,CASS,,DataHub Nasdaq listings
"FreeCast,Inc.",US,CAST,,DataHub Nasdaq listings
"Caseys General Stores,Inc.",US,CASY,,DataHub Nasdaq listings
Cathay General Bancorp,US,CATY,,DataHub Nasdaq listings
"CBAK Energy Technology,Inc.",US,CBAT,,DataHub Nasdaq listings
"Central Bancompany,Inc.",US,CBC,,DataHub Nasdaq listings
"CB Financial Services,Inc.",US,CBFV,,DataHub Nasdaq listings
"Crescent Biopharma,Inc.",US,CBIO,,DataHub Nasdaq listings
"Commercial Bancgroup,Inc.",US,CBK,,DataHub Nasdaq listings
"CeriBell,Inc.",US,CBLL,,DataHub Nasdaq listings
"Capital Bancorp,Inc.",US,CBNK,,DataHub Nasdaq listings
"Cracker Barrel Old Country Store,Inc.",US,CBRL,,DataHub Nasdaq listings
Cerebras SystemsInc.,US,CBRS,,DataHub Nasdaq listings
"Commerce Bancshares,Inc.",US,CBSH,,DataHub Nasdaq listings
"Cibus,Inc.",US,CBUS,,DataHub Nasdaq listings
"Crescent Capital BDC,Inc.",US,CCAP,,DataHub Nasdaq listings
Coastal FinancialCorporation,US,CCB,,DataHub Nasdaq listings
Capital City Bank Group,US,CCBG,,DataHub Nasdaq listings
CCC Intelligent Solutions HoldingsInc.,US,CCC,,DataHub Nasdaq listings
"C4 Therapeutics,Inc.",US,CCCC,,DataHub Nasdaq listings
Capital Clean Energy CarriersCorp.,US,CCEC,,DataHub Nasdaq listings
Coca-Cola Europacific Partnersplc,US,CCEP,,DataHub Nasdaq listings
Cheche GroupInc.,US,CCG,,DataHub Nasdaq listings
CCH HoldingsLtd,US,CCHH,,DataHub Nasdaq listings
Churchill Capital Corp IX,US,CCIX,,DataHub Nasdaq listings
"CareCloud,Inc.",US,CCLD,,DataHub Nasdaq listings
CNB FinancialCorporation,US,CCNE,,DataHub Nasdaq listings
"Cogent Communications Holdings,Inc.",US,CCOI,,DataHub Nasdaq listings
"Cross Country Healthcare,Inc.",US,CCRN,,DataHub Nasdaq listings
"Consensus Cloud Solutions,Inc.",US,CCSI,,DataHub Nasdaq listings
CCSC Technology International HoldingsLimited,US,CCTG,,DataHub Nasdaq listings
Churchill Capital Corp XI,US,CCXI,,DataHub Nasdaq listings
Chaince Digital HoldingsInc.,US,CD,,DataHub Nasdaq listings
Cardio Diagnostics HoldingsInc.,US,CDIO,,DataHub Nasdaq listings
"Cardlytics,Inc.",US,CDLX,,DataHub Nasdaq listings
"CareDx,Inc.",US,CDNA,,DataHub Nasdaq listings
Cardinal Infrastructure GroupInc.,US,CDNL,,DataHub Nasdaq listings
"Cadence Design Systems,Inc.",US,CDNS,,DataHub Nasdaq listings
"Codere Online Luxembourg, S.A.",US,CDRO,,DataHub Nasdaq listings
CDT EquityInc.,US,CDT,,DataHub Nasdaq listings
CDT Environmental Technology Investment HoldingsLimited,US,CDTG,,DataHub Nasdaq listings
"Codexis,Inc.",US,CDXS,,DataHub Nasdaq listings
"Cadiz,Inc.",US,CDZI,,DataHub Nasdaq listings
CECO EnvironmentalCorp.,US,CECO,,DataHub Nasdaq listings
Constellation EnergyCorporation,US,CEG,,DataHub Nasdaq listings
CelcuityInc.,US,CELC,,DataHub Nasdaq listings
"Celsius Holdings,Inc.",US,CELH,,DataHub Nasdaq listings
CelularityInc.,US,CELU,,DataHub Nasdaq listings
"Creative Medical Technology Holdings,Inc.",US,CELZ,,DataHub Nasdaq listings
CenntroInc.,US,CENN,,DataHub Nasdaq listings
Central Garden & PetCompany,US,CENT,,DataHub Nasdaq listings
Century AluminumCompany,US,CENX,,DataHub Nasdaq listings
"Cantor Equity Partners IV,Inc.",US,CEPF,,DataHub Nasdaq listings
"Cantor Equity Partners I,Inc.",US,CEPO,,DataHub Nasdaq listings
"Cantor Equity Partners VI,Inc.",US,CEPS,,DataHub Nasdaq listings
"Cantor Equity Partners II,Inc.",US,CEPT,,DataHub Nasdaq listings
"Cantor Equity Partners V,Inc.",US,CEPV,,DataHub Nasdaq listings
CerusCorporation,US,CERS,,DataHub Nasdaq listings
"Certara,Inc.",US,CERT,,DataHub Nasdaq listings
CemtrexInc.,US,CETX,,DataHub Nasdaq listings
"Clean Energy Technologies,Inc.",US,CETY,,DataHub Nasdaq listings
"CEVA,Inc.",US,CEVA,,DataHub Nasdaq listings
CF BanksharesInc.,US,CFBK,,DataHub Nasdaq listings
C&F FinancialCorporation,US,CFFI,,DataHub Nasdaq listings
"Capitol Federal Financial,Inc.",US,CFFN,,DataHub Nasdaq listings
The Carlyle GroupInc.,US,CG,,DataHub Nasdaq listings
"Carlyle Secured Lending,Inc.",US,CGBD,,DataHub Nasdaq listings
Canopy GrowthCorporation,US,CGC,,DataHub Nasdaq listings
Cartesian Growth Corporation III,US,CGCT,,DataHub Nasdaq listings
"Cullinan Therapeutics,Inc.",US,CGEM,,DataHub Nasdaq listings
CompugenLtd.,US,CGEN,,DataHub Nasdaq listings
Cognyte SoftwareLtd.,US,CGNT,,DataHub Nasdaq listings
CognexCorporation,US,CGNX,,DataHub Nasdaq listings
"CG Oncology,Inc.",US,CGON,,DataHub Nasdaq listings
Creative Global Technology HoldingsLimited,US,CGTL,,DataHub Nasdaq listings
"Cognition Therapeutics,Inc.",US,CGTX,,DataHub Nasdaq listings
Chagee HoldingsLimited,US,CHA,,DataHub Nasdaq listings
"Core AI Holdings,Inc.",US,CHAI,,DataHub Nasdaq listings
"Comstock Holding Companies,Inc.",US,CHCI,,DataHub Nasdaq listings
City HoldingCompany,US,CHCO,,DataHub Nasdaq listings
"Churchill Downs, Incorporated",US,CHDN,,DataHub Nasdaq listings
"The Chefs' Warehouse,Inc.",US,CHEF,,DataHub Nasdaq listings
Check Point Software TechnologiesLtd.,US,CHKP,,DataHub Nasdaq listings
Chemung FinancialCorp,US,CHMG,,DataHub Nasdaq listings
"China Natural Resources,Inc.",US,CHNR,,DataHub Nasdaq listings
"Cheer Holding,Inc.",US,CHR,,DataHub Nasdaq listings
Chord EnergyCorporation,US,CHRD,,DataHub Nasdaq listings
ChronoScaleCorporation,US,CHRN,,DataHub Nasdaq listings
"Coherus Oncology,Inc.",US,CHRS,,DataHub Nasdaq listings
"C.H. Robinson Worldwide,Inc.",US,CHRW,,DataHub Nasdaq listings
CHSInc,US,CHSCL,,DataHub Nasdaq listings
Chanson International Holding,US,CHSN,,DataHub Nasdaq listings
"Charter Communications,Inc.",US,CHTR,,DataHub Nasdaq listings
"Chime Financial,Inc.",US,CHYM,,DataHub Nasdaq listings
Cipher DigitalInc.,US,CIFR,,DataHub Nasdaq listings
Colliers International GroupInc.,US,CIGI,,DataHub Nasdaq listings
"Tianci International,Inc.",US,CIIT,,DataHub Nasdaq listings
Cincinnati FinancialCorporation,US,CINF,,DataHub Nasdaq listings
CingulateInc.,US,CING,,DataHub Nasdaq listings
"CISO Global,Inc.",US,CISO,,DataHub Nasdaq listings
C3isInc.,US,CISS,,DataHub Nasdaq listings
"Civista Bancshares,Inc.",US,CIVB,,DataHub Nasdaq listings
Callan JMBInc.,US,CJMB,,DataHub Nasdaq listings
ClarusCorporation,US,CLAR,,DataHub Nasdaq listings
"Columbia Financial,Inc.",US,CLBK,,DataHub Nasdaq listings
Cellebrite DILtd.,US,CLBT,,DataHub Nasdaq listings
"Celldex Therapeutics,Inc.",US,CLDX,,DataHub Nasdaq listings
"Clearfield,Inc.",US,CLFD,,DataHub Nasdaq listings
CollPlant BiotechnologiesLtd.,US,CLGN,,DataHub Nasdaq listings
Click HoldingsLimited,US,CLIK,,DataHub Nasdaq listings
ClearSign TechnologiesCorporation,US,CLIR,,DataHub Nasdaq listings
Cellectis S.A.,US,CLLS,,DataHub Nasdaq listings
"Climb Global Solutions,Inc.",US,CLMB,,DataHub Nasdaq listings
"Calumet,Inc",US,CLMT,,DataHub Nasdaq listings
Clean Energy FuelsCorp.,US,CLNE,,DataHub Nasdaq listings
CleneInc.,US,CLNN,,DataHub Nasdaq listings
"Clover Health Investments,Corp.",US,CLOV,,DataHub Nasdaq listings
CLPS Incorporation,US,CLPS,,DataHub Nasdaq listings
ClearPoint NeuroInc.,US,CLPT,,DataHub Nasdaq listings
"Cellectar Biosciences,Inc.",US,CLRB,,DataHub Nasdaq listings
"ClearOne,Inc.",US,CLRO,,DataHub Nasdaq listings
"CleanSpark,Inc.",US,CLSK,,DataHub Nasdaq listings
"Catalyst Bancorp,Inc.",US,CLST,,DataHub Nasdaq listings
Euro Tech Holdings CompanyLimited,US,CLWT,,DataHub Nasdaq listings
"Climb Bio,Inc.",US,CLYM,,DataHub Nasdaq listings
Columbus McKinnonCorporation,US,CMCO,,DataHub Nasdaq listings
ComcastCorporation,US,CMCSA,,DataHub Nasdaq listings
Creative Media,US,CMCT,,DataHub Nasdaq listings
CME GroupInc.,US,CME,,DataHub Nasdaq listings
Columbus Circle Capital Corp II,US,CMII,,DataHub Nasdaq listings
Chemomab TherapeuticsLtd.,US,CMMB,,DataHub Nasdaq listings
Clearmind MedicineInc.,US,CMND,,DataHub Nasdaq listings
Cimpressplc,US,CMPR,,DataHub Nasdaq listings
COMPASS PathwaysPlc,US,CMPS,,DataHub Nasdaq listings
"Compass Therapeutics,Inc.",US,CMPX,,DataHub Nasdaq listings
"Commerce.com,Inc.",US,CMRC,,DataHub Nasdaq listings
Comtech TelecommunicationsCorp.,US,CMTL,,DataHub Nasdaq listings
Community Bancorp.,US,CMTV,,DataHub Nasdaq listings
Coincheck GroupN.V.,US,CNCK,,DataHub Nasdaq listings
Conduent Incorporated,US,CNDT,,DataHub Nasdaq listings
ZW Data Action TechnologiesInc.,US,CNET,,DataHub Nasdaq listings
CN Energy GroupInc.,US,CNEY,,DataHub Nasdaq listings
"ConnectOne Bancorp,Inc.",US,CNOB,,DataHub Nasdaq listings
"CNS Pharmaceuticals,Inc.",US,CNSP,,DataHub Nasdaq listings
Centessa Pharmaceuticalsplc,US,CNTA,,DataHub Nasdaq listings
Connect Biopharma HoldingsLimited,US,CNTB,,DataHub Nasdaq listings
"Canton Strategic Holdings,Inc.",US,CNTN,,DataHub Nasdaq listings
Context TherapeuticsInc.,US,CNTX,,DataHub Nasdaq listings
"Century Casinos,Inc.",US,CNTY,,DataHub Nasdaq listings
CineverseCorp.,US,CNVS,,DataHub Nasdaq listings
ConcentrixCorporation,US,CNXC,,DataHub Nasdaq listings
"PC Connection,Inc.",US,CNXN,,DataHub Nasdaq listings
Conexeu SciencesInc.,US,CNXU,,DataHub Nasdaq listings
"Hemab Therapeutics Holdings,Inc.",US,COAG,,DataHub Nasdaq listings
"Envoy Medical,Inc.",US,COCH,,DataHub Nasdaq listings
"The Vita Coco Company,Inc.",US,COCO,,DataHub Nasdaq listings
"Cocrystal Pharma,Inc.",US,COCP,,DataHub Nasdaq listings
"Coda Octopus Group,Inc.",US,CODA,,DataHub Nasdaq listings
"Co-Diagnostics,Inc.",US,CODX,,DataHub Nasdaq listings
"ChoiceOne Financial Services,Inc.",US,COFS,,DataHub Nasdaq listings
"Cogent Biosciences,Inc.",US,COGT,,DataHub Nasdaq listings
"Cohu,Inc.",US,COHU,,DataHub Nasdaq listings
"Coinbase Global,Inc.",US,COIN,,DataHub Nasdaq listings
"Coca-Cola Consolidated,Inc.",US,COKE,,DataHub Nasdaq listings
"Columbia Banking System,Inc.",US,COLB,,DataHub Nasdaq listings
"Collegium Pharmaceutical,Inc.",US,COLL,,DataHub Nasdaq listings
Columbia SportswearCompany,US,COLM,,DataHub Nasdaq listings
"The Cooper Companies,Inc.",US,COO,,DataHub Nasdaq listings
Australian Oilseeds HoldingsLimited,US,COOT,,DataHub Nasdaq listings
Corcept Therapeutics Incorporated,US,CORT,,DataHub Nasdaq listings
"Core Scientific,Inc.",US,CORZ,,DataHub Nasdaq listings
Cosmos HealthInc.,US,COSM,,DataHub Nasdaq listings
Costco WholesaleCorporation,US,COST,,DataHub Nasdaq listings
"Coya Therapeutics,Inc.",US,COYA,,DataHub Nasdaq listings
The Campbell'sCompany,US,CPB,,DataHub Nasdaq listings
"Central Plains Bancshares,Inc.",US,CPBI,,DataHub Nasdaq listings
Canterbury Park HoldingCorporation,US,CPHC,,DataHub Nasdaq listings
Cumberland PharmaceuticalsInc.,US,CPIX,,DataHub Nasdaq listings
"Pop Culture Group Co.,Ltd",US,CPOP,,DataHub Nasdaq listings
"Copart,Inc.",US,CPRT,,DataHub Nasdaq listings
"Catalyst Pharmaceuticals,Inc.",US,CPRX,,DataHub Nasdaq listings
CPS TechnologiesCorp.,US,CPSH,,DataHub Nasdaq listings
"Consumer Portfolio Services,Inc.",US,CPSS,,DataHub Nasdaq listings
Calamos Long/Short Equity & Dynamic Income Trust,US,CPZ,,DataHub Nasdaq listings
"CRA International,Inc.",US,CRAI,,DataHub Nasdaq listings
"Corbus Pharmaceuticals Holdings,Inc.",US,CRBP,,DataHub Nasdaq listings
"Caribou Biosciences,Inc.",US,CRBU,,DataHub Nasdaq listings
"Cricut,Inc.",US,CRCT,,DataHub Nasdaq listings
"Cardiff Oncology,Inc.",US,CRDF,,DataHub Nasdaq listings
Cardiol TherapeuticsInc.,US,CRDL,,DataHub Nasdaq listings
Credo Technology Group HoldingLtd,US,CRDO,,DataHub Nasdaq listings
Cre8 EnterpriseLimited,US,CRE,,DataHub Nasdaq listings
Smart PowerrCorp.,US,CREG,,DataHub Nasdaq listings
Cresud S.A.C.I.F. y A.,US,CRESY,,DataHub Nasdaq listings
"Creative Realities,Inc.",US,CREX,,DataHub Nasdaq listings
FreightosLimited,US,CRGO,,DataHub Nasdaq listings
"Curis,Inc.",US,CRIS,,DataHub Nasdaq listings
CorMedixInc.,US,CRMD,,DataHub Nasdaq listings
Critical MetalsCorp.,US,CRML,,DataHub Nasdaq listings
"America's Car-Mart,Inc.",US,CRMT,,DataHub Nasdaq listings
CerenceInc.,US,CRNC,,DataHub Nasdaq listings
Ceragon NetworksLtd.,US,CRNT,,DataHub Nasdaq listings
"Crinetics Pharmaceuticals,Inc.",US,CRNX,,DataHub Nasdaq listings
Cronos GroupInc.,US,CRON,,DataHub Nasdaq listings
"Crocs,Inc.",US,CROX,,DataHub Nasdaq listings
CRISPR Therapeutics AG,US,CRSP,,DataHub Nasdaq listings
"Corsair Gaming,Inc.",US,CRSR,,DataHub Nasdaq listings
Criteo S.A.,US,CRTO,,DataHub Nasdaq listings
"Cirrus Logic,Inc.",US,CRUS,,DataHub Nasdaq listings
CorVelCorp.,US,CRVL,,DataHub Nasdaq listings
CervoMedInc.,US,CRVO,,DataHub Nasdaq listings
"Corvus Pharmaceuticals,Inc.",US,CRVS,,DataHub Nasdaq listings
"CrowdStrike Holdings,Inc.",US,CRWD,,DataHub Nasdaq listings
"Crown Crafts,Inc.",US,CRWS,,DataHub Nasdaq listings
"CoreWeave,Inc.",US,CRWV,,DataHub Nasdaq listings
"Cloudastructure,Inc.",US,CSAI,,DataHub Nasdaq listings
"Champions Oncology,Inc.",US,CSBR,,DataHub Nasdaq listings
"Cisco Systems,Inc.",US,CSCO,,DataHub Nasdaq listings
"CoStar Group,Inc.",US,CSGP,,DataHub Nasdaq listings
CoinSharesPLC,US,CSHR,,DataHub Nasdaq listings
Canadian SolarInc.,US,CSIQ,,DataHub Nasdaq listings
CSPInc.,US,CSPI,,DataHub Nasdaq listings
CaesarstoneLtd.,US,CSTE,,DataHub Nasdaq listings
"Castle Biosciences,Inc.",US,CSTL,,DataHub Nasdaq listings
Capital SouthwestCorporation,US,CSWC,,DataHub Nasdaq listings
CintasCorporation,US,CTAS,,DataHub Nasdaq listings
"Community Trust Bancorp,Inc.",US,CTBI,,DataHub Nasdaq listings
"Cytek Biosciences,Inc.",US,CTKB,,DataHub Nasdaq listings
"CytomX Therapeutics,Inc.",US,CTMX,,DataHub Nasdaq listings
"Contineum Therapeutics,Inc.",US,CTNM,,DataHub Nasdaq listings
Cheetah Net Supply Chain ServiceInc.,US,CTNT,,DataHub Nasdaq listings
"Citius Oncology,Inc.",US,CTOR,,DataHub Nasdaq listings
Castor MaritimeInc.,US,CTRM,,DataHub Nasdaq listings
"Citi Trends,Inc.",US,CTRN,,DataHub Nasdaq listings
Cognizant Technology SolutionsCorporation,US,CTSH,,DataHub Nasdaq listings
CytosorbentsCorporation,US,CTSO,,DataHub Nasdaq listings
CTW,US,CTW,,DataHub Nasdaq listings
"Citius Pharmaceuticals,Inc.",US,CTXR,,DataHub Nasdaq listings
Lionheart Holdings,US,CUB,,DataHub Nasdaq listings
"Cue Biopharma,Inc.",US,CUE,,DataHub Nasdaq listings
"Culp,Inc.",US,CULP,,DataHub Nasdaq listings
Cuprina Holdings (Cayman)Limited,US,CUPR,,DataHub Nasdaq listings
CuriosityStreamInc.,US,CURI,,DataHub Nasdaq listings
Currenc GroupInc.,US,CURR,,DataHub Nasdaq listings
Curanex PharmaceuticalsInc,US,CURX,,DataHub Nasdaq listings
"CapsoVision,Inc.",US,CV,,DataHub Nasdaq listings
CVB FinancialCorporation,US,CVBF,,DataHub Nasdaq listings
"Cavco Industries,Inc.",US,CVCO,,DataHub Nasdaq listings
"Commercial Vehicle Group,Inc.",US,CVGI,,DataHub Nasdaq listings
"Cadrenal Therapeutics,Inc.",US,CVKD,,DataHub Nasdaq listings
"Commvault Systems,Inc.",US,CVLT,,DataHub Nasdaq listings
"CVRx,Inc.",US,CVRX,,DataHub Nasdaq listings
CVD EquipmentCorporation,US,CVV,,DataHub Nasdaq listings
Community West Bancshares,US,CWBC,,DataHub Nasdaq listings
Consolidated Water Co.Ltd.,US,CWCO,,DataHub Nasdaq listings
CaliberCosInc.,US,CWD,,DataHub Nasdaq listings
"Casella Waste Systems,Inc.",US,CWST,,DataHub Nasdaq listings
CXAppInc.,US,CXAI,,DataHub Nasdaq listings
"Crexendo,Inc.",US,CXDO,,DataHub Nasdaq listings
Churchill Capital Corp XII,US,CXIIU,,DataHub Nasdaq listings
"Cyabra,Inc.",US,CYAB,,DataHub Nasdaq listings
"Cyclerion Therapeutics,Inc.",US,CYCN,,DataHub Nasdaq listings
"Cycurion,Inc.",US,CYCU,,DataHub Nasdaq listings
CyngnInc.,US,CYN,,DataHub Nasdaq listings
Cypherpunk TechnologiesInc.,US,CYPH,,DataHub Nasdaq listings
"CryoPort,Inc.",US,CYRX,,DataHub Nasdaq listings
"Cytokinetics, Incorporated",US,CYTK,,DataHub Nasdaq listings
"Citizens Financial Services,Inc.",US,CZFS,,DataHub Nasdaq listings
Citizens & NorthernCorp,US,CZNC,,DataHub Nasdaq listings
"Caesars Entertainment,Inc.",US,CZR,,DataHub Nasdaq listings
"Citizens Community Bancorp,Inc.",US,CZWI,,DataHub Nasdaq listings
"CID HoldCo,Inc.",US,DAIC,,DataHub Nasdaq listings
Data I/OCorporation,US,DAIO,,DataHub Nasdaq listings
"Daktronics,Inc.",US,DAKT,,DataHub Nasdaq listings
"Dare Bioscience,Inc.",US,DARE,,DataHub Nasdaq listings
"DoorDash,Inc.",US,DASH,,DataHub Nasdaq listings
DaveInc.,US,DAVE,,DataHub Nasdaq listings
"Digital Brands Group,Inc.",US,DBGI,,DataHub Nasdaq listings
DBV Technologies S.A.,US,DBVT,,DataHub Nasdaq listings
"Dropbox,Inc.",US,DBX,,DataHub Nasdaq listings
DoceboInc.,US,DCBO,,DataHub Nasdaq listings
DocGoInc.,US,DCGO,,DataHub Nasdaq listings
Decoy TherapeuticsInc.,US,DCOY,,DataHub Nasdaq listings
"Delcath Systems,Inc.",US,DCTH,,DataHub Nasdaq listings
Digital Currency X TechnologyInc.,US,DCX,,DataHub Nasdaq listings
"DoubleDown Interactive Co.,Ltd.",US,DDI,,DataHub Nasdaq listings
"Datadog,Inc.",US,DDOG,,DataHub Nasdaq listings
"Defi Technologies,Inc.",US,DEFT,,DataHub Nasdaq listings
Journey MedicalCorporation,US,DERM,,DataHub Nasdaq listings
"Liberty Defense Holdings,Ltd.",US,DETX,,DataHub Nasdaq listings
DevvStreamCorp.,US,DEVS,,DataHub Nasdaq listings
DeFi DevelopmentCorp.,US,DFDV,,DataHub Nasdaq listings
Dragonfly Energy HoldingsCorp,US,DFLI,,DataHub Nasdaq listings
T3 DefenseInc.,US,DFNS,,DataHub Nasdaq listings
DEFSEC TechnologiesInc.,US,DFSC,,DataHub Nasdaq listings
"Definium Therapeutics,Inc.",US,DFTX,,DataHub Nasdaq listings
"Donegal Group,Inc.",US,DGICA,,DataHub Nasdaq listings
Digi InternationalInc.,US,DGII,,DataHub Nasdaq listings
DiginexLimited,US,DGNX,,DataHub Nasdaq listings
Digi Power XInc.,US,DGXX,,DataHub Nasdaq listings
Definitive HealthcareCorp.,US,DH,,DataHub Nasdaq listings
Diversified Healthcare Trust,US,DHC,,DataHub Nasdaq listings
"1stdibs.com,Inc.",US,DIBS,,DataHub Nasdaq listings
Diodes Incorporated,US,DIOD,,DataHub Nasdaq listings
Daily Journal Corp. (S.C.),US,DJCO,,DataHub Nasdaq listings
Trump Media & Technology GroupCorp.,US,DJT,,DataHub Nasdaq listings
DarkIrisInc.,US,DKI,,DataHub Nasdaq listings
DraftKingsInc.,US,DKNG,,DataHub Nasdaq listings
DLH HoldingsCorp.,US,DLHC,,DataHub Nasdaq listings
DLocalLimited,US,DLO,,DataHub Nasdaq listings
"Dolphin Entertainment,Inc.",US,DLPN,,DataHub Nasdaq listings
Duluth HoldingsInc.,US,DLTH,,DataHub Nasdaq listings
"Dollar Tree,Inc.",US,DLTR,,DataHub Nasdaq listings
Delixy HoldingsLimited,US,DLXY,,DataHub Nasdaq listings
DiaMedica TherapeuticsInc.,US,DMAC,,DataHub Nasdaq listings
"Dorchester Minerals, L.P.",US,DMLP,,DataHub Nasdaq listings
"Damora Therapeutics,Inc.",US,DMRA,,DataHub Nasdaq listings
DigimarcCorporation,US,DMRC,,DataHub Nasdaq listings
Denali TherapeuticsInc.,US,DNLI,,DataHub Nasdaq listings
Dynamix Corporation III,US,DNMX,,DataHub Nasdaq listings
"Dianthus Therapeutics,Inc.",US,DNTH,,DataHub Nasdaq listings
"Krispy Kreme,Inc.",US,DNUT,,DataHub Nasdaq listings
"DocuSign,Inc.",US,DOCU,,DataHub Nasdaq listings
Dogness (International)Corporation,US,DOGZ,,DataHub Nasdaq listings
Dominari HoldingsInc.,US,DOMH,,DataHub Nasdaq listings
"Domo,Inc.",US,DOMO,,DataHub Nasdaq listings
BRPInc.,US,DOO,,DataHub Nasdaq listings
"Dorman Products,Inc.",US,DORM,,DataHub Nasdaq listings
AmdocsLimited,US,DOX,,DataHub Nasdaq listings
DouYu International HoldingsLimited,US,DOYU,,DataHub Nasdaq listings
DraganflyInc.,US,DPRO,,DataHub Nasdaq listings
Domino's PizzaInc,US,DPZ,,DataHub Nasdaq listings
"Direct Digital Holdings,Inc.",US,DRCT,,DataHub Nasdaq listings
Diamondrock HospitalityCompany,US,DRH,,DataHub Nasdaq listings
DarioHealthCorp.,US,DRIO,,DataHub Nasdaq listings
"Dermata Therapeutics,Inc.",US,DRMA,,DataHub Nasdaq listings
"Leonardo DRS,Inc.",US,DRS,,DataHub Nasdaq listings
Alpha Tau MedicalLtd.,US,DRTS,,DataHub Nasdaq listings
Bright Minds BiosciencesInc.,US,DRUG,,DataHub Nasdaq listings
Driven Brands HoldingsInc.,US,DRVN,,DataHub Nasdaq listings
"Design Therapeutics,Inc.",US,DSGN,,DataHub Nasdaq listings
"Distribution Solutions Group,Inc.",US,DSGR,,DataHub Nasdaq listings
The Descartes Systems GroupInc.,US,DSGX,,DataHub Nasdaq listings
Viant TechnologyInc.,US,DSP,,DataHub Nasdaq listings
"Deswell Industries,Inc.",US,DSWL,,DataHub Nasdaq listings
Big Tree Cloud HoldingsLimited,US,DSY,,DataHub Nasdaq listings
"Datacentrex,Inc.",US,DTCX,,DataHub Nasdaq listings
Drilling Tools InternationalCorporation,US,DTI,,DataHub Nasdaq listings
"Precision BioSciences,Inc.",US,DTIL,,DataHub Nasdaq listings
Datasea Intelligent TechnologyLtd.,US,DTSS,,DataHub Nasdaq listings
Data StorageCorporation,US,DTST,,DataHub Nasdaq listings
DUKE RoboticsCorp.,US,DUKR,,DataHub Nasdaq listings
Fangdd Network GroupLtd.,US,DUO,,DataHub Nasdaq listings
"Duolingo,Inc.",US,DUOL,,DataHub Nasdaq listings
"Duos Technologies Group,Inc.",US,DUOT,,DataHub Nasdaq listings
Datavault AIInc.,US,DVLT,,DataHub Nasdaq listings
Dawson GeophysicalCompany,US,DWSN,,DataHub Nasdaq listings
"Dogwood Therapeutics,Inc.",US,DWTX,,DataHub Nasdaq listings
"DexCom,Inc.",US,DXCM,,DataHub Nasdaq listings
"Destination XL Group,Inc.",US,DXLG,,DataHub Nasdaq listings
"DXP Enterprises,Inc.",US,DXPE,,DataHub Nasdaq listings
DaxorCorporation,US,DXR,,DataHub Nasdaq listings
Decent HoldingInc.,US,DXST,,DataHub Nasdaq listings
"Dyadic International,Inc.",US,DYAI,,DataHub Nasdaq listings
"Dyne Therapeutics,Inc.",US,DYN,,DataHub Nasdaq listings
