name,country_iso2,domains,web_pages,source_item,source
Fundação Hermínio Ometto,BR,fho.edu.br,https://www.fho.edu.br/,,Hipo university-domains-list
Hellenic College of Noah,GR,noah.edu.gr,https://noah.edu.gr/,,Hipo university-domains-list
Antonio Nariño University,CO,uan.edu.co,https://uan.edu.co/,,Hipo university-domains-list
Engineering Institute of Technology,AU,student.eit.edu.au,https://www.eit.edu.au/,,Hipo university-domains-list
Universitas Nusa Putra,ID,nusaputra.ac.id,https://nusaputra.ac.id/,,Hipo university-domains-list
Regent University College of Science and Technology,GH,regent.edu.gh,https://regent.edu.gh/,,Hipo university-domains-list
Wroclaw Akademia Biznesu,PL,student.wab.edu.pl|wab.edu.pl,https://wab.edu.pl/,,Hipo university-domains-list
Atharva College of Engineering,IN,atharvacoe.ac.in,https://atharvacoe.ac.in/,,Hipo university-domains-list
Toronto Baptist Seminary and Bible College,CA,tbs.edu,https://tbs.edu/,,Hipo university-domains-list
Universidade Comunitária da Região de Chapecó - Unochapecó,BR,unochapeco.edu.br,https://unochapeco.edu.br/,,Hipo university-domains-list
West Herts College,GB,student.westherts.ac.uk|westherts.ac.uk,https://westherts.ac.uk/,,Hipo university-domains-list
Bhagwan Parshuram Institute of Technology,IN,bpitindia.edu.in|bpitindia.in,http://bpitindia.ac.in/,,Hipo university-domains-list
National Institute of Applied Sciences of Toulouse,FR,insa-toulouse.fr,https://insa-toulouse.fr/,,Hipo university-domains-list
Bugema University,UG,bugemauniv.ac.ug,https://bugemauniv.ac.ug/,,Hipo university-domains-list
Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),AE,mbzuai.ac.ae,https://mbzuai.ac.ae/,,Hipo university-domains-list
"Centro Universitário de Brasília, UNICEUB",BR,sempreceub.com|uniceub.br,https://www.uniceub.br/,,Hipo university-domains-list
Kharkiv National University,UA,student.karazin.ua|karazin.ua|univer.kharkov.ua,https://karazin.ua/|http://www.univer.kharkov.ua/,,Hipo university-domains-list
Universidad Técnica Federico Santa María,CL,usm.cl,https://usm.cl/,,Hipo university-domains-list
IÉSEG School of Management,FR,ieseg.fr,https://ieseg.fr/,,Hipo university-domains-list
Sun Yat-Sen University,CN,mail2.sysu.edu.cn|mail.sysu.edu.cn,https://sysu.edu.cn/,,Hipo university-domains-list
Royal Holloway University of London,GB,rhul.ac.uk,https://rhul.ac.uk/,,Hipo university-domains-list
Hunan University,CN,hnu.edu.cn|www-en.hnu.edu.cn,https://www.hnu.edu.cn/|http://www-en.hnu.edu.cn/,,Hipo university-domains-list
University of Portsmouth,GB,port.ac.uk|myport.ac.uk|myport.port.ac.uk,http://www.port.ac.uk/|https://myport.port.ac.uk/,,Hipo university-domains-list
Central Supélec,FR,centralesupelec.fr,https://www.centralesupelec.fr/,,Hipo university-domains-list
Académie de Paris,FR,ac-paris.fr,https://www.ac-paris.fr/,,Hipo university-domains-list
Académie d'Aix-Marseille,FR,ac-aix-marseille.fr,https://www.ac-aix-marseille.fr/,,Hipo university-domains-list
Académie de Créteil,FR,ac-creteil.fr,https://www.ac-creteil.fr/,,Hipo university-domains-list
Marywood University,US,marywood.edu,http://www.marywood.edu/,,Hipo university-domains-list
University of Petroleum and Energy Studies,IN,upes.ac.in,https://www.upes.ac.in/,,Hipo university-domains-list
Ashoka University,IN,ashoka.edu.in,https://www.ashoka.edu.in/,,Hipo university-domains-list
Indian Institute of Information Technology Sri City,IN,iiits.in,https://www.iiits.ac.in/,,Hipo university-domains-list
Cégep de Saint-Jérôme,CA,cstj.qc.ca,https://www.cstj.qc.ca/|https://ccmt.cstj.qc.ca/|https://ccml.cstj.qc.ca/,,Hipo university-domains-list
Lindenwood University,US,lindenwood.edu,http://www.lindenwood.edu/,,Hipo university-domains-list
DAV Institute of Engineering & Technology,IN,davietjal.org,http://www.davietjal.org/,,Hipo university-domains-list
Lovely Professional University,IN,lpu.in,http://www.lpu.in/,,Hipo university-domains-list
Sullivan University,US,sullivan.edu,https://sullivan.edu/,,Hipo university-domains-list
Florida State College at Jacksonville,US,fscj.edu,https://www.fscj.edu/,,Hipo university-domains-list
Xavier University,US,xavier.edu,https://www.xavier.edu/,,Hipo university-domains-list
Tusculum College,US,tusculum.edu,https://home.tusculum.edu/,,Hipo university-domains-list
Claremont School of Theology,US,cst.edu,https://cst.edu/,,Hipo university-domains-list
Somaiya Vidyavihar,IN,somaiya.edu,https://somaiya.edu/,,Hipo university-domains-list
Columbia College (SC),US,columbiasc.edu,https://www.columbiasc.edu/,,Hipo university-domains-list
Chabot-Las Positas Community College District,US,clpccd.edu,http://www.clpccd.edu/,,Hipo university-domains-list
Keller Graduate School of Management,US,keller.edu,https://www.keller.edu/,,Hipo university-domains-list
Monroe College,US,monroecollege.edu,https://monroecollege.edu/,,Hipo university-domains-list
San Mateo County Community College District,US,smccd.edu,https://smccd.edu/,,Hipo university-domains-list
Los Rios Community College District,US,losrios.edu,http://losrios.edu/,,Hipo university-domains-list
DigiPen Institute of Technology,US,digipen.edu,https://www.digipen.edu/,,Hipo university-domains-list
University of Pittsburgh Medical Center,US,upmc.edu|upmc.com,https://www.upmc.com/,,Hipo university-domains-list
Claremont Graduate University,US,cgu.edu,https://www.cgu.edu/,,Hipo university-domains-list
The University of Texas at Rio Grande Valley,US,utrgv.edu,https://www.utrgv.edu/,,Hipo university-domains-list
College of Mount Saint Vincent,US,mountsaintvincent.edu,https://mountsaintvincent.edu/,,Hipo university-domains-list
University of Arkansas System eVersity,US,uasys.edu,https://www.uasys.edu/,,Hipo university-domains-list
ECPI University,US,ecpi.edu,https://www.ecpi.edu/,,Hipo university-domains-list
University of Mary Washington,US,umw.edu,https://www.umw.edu/,,Hipo university-domains-list
Baldwin Wallace University,US,bw.edu,https://www.bw.edu/,,Hipo university-domains-list
California State University Channel Islands,US,csuci.edu,https://www.csuci.edu/,,Hipo university-domains-list
Brandman University,US,brandman.edu,https://www.brandman.edu/,,Hipo university-domains-list
United States Coast Guard Academy,US,uscga.edu,http://www.uscga.edu/,,Hipo university-domains-list
Athens State University,US,athens.edu,http://www.athens.edu/,,Hipo university-domains-list
The Scripps Research Institute,US,scripps.edu,https://scripps.edu/,,Hipo university-domains-list
Eastern Florida State College,US,easternflorida.edu,http://www.easternflorida.edu/,,Hipo university-domains-list
Western New England University,US,wne.edu,http://www1.wne.edu/,,Hipo university-domains-list
King University,US,king.edu,https://king.edu/,,Hipo university-domains-list
Georgia Gwinnett College,US,ggc.edu,https://ggc.edu/,,Hipo university-domains-list
Trident University,US,trident.edu,https://www.trident.edu/,,Hipo university-domains-list
Alliant International University,US,alliant.edu,https://www.alliant.edu/,,Hipo university-domains-list
Mississippi Valley State University,US,mvsu.edu,https://mvsu.edu/,,Hipo university-domains-list
Roosevelt University,US,roosevelt.edu,https://www.roosevelt.edu/,,Hipo university-domains-list
ITT Technical Institute,US,itt-tech.info|itt-tech.edu,http://itt-tech.info/,,Hipo university-domains-list
Illinois Eastern Community Colleges,US,iecc.edu,https://iecc.edu/,,Hipo university-domains-list
Park University,US,park.edu,https://park.edu/,,Hipo university-domains-list
Icahn School of Medicine at Mount Sinai,US,mssm.edu,http://icahn.mssm.edu/,,Hipo university-domains-list
Utah Valley University,US,uvu.edu,https://uvu.edu/,,Hipo university-domains-list
Wisconsin Lutheran College,US,wlc.edu,http://www.wlc.edu/,,Hipo university-domains-list
Riverside Community College District,US,rccd.edu,http://www.rccd.edu/,,Hipo university-domains-list
Wake Forest Baptist Health,US,wakehealth.edu,http://www.wakehealth.edu/,,Hipo university-domains-list
University of Massachusetts Boston,US,umb.edu,https://www.umb.edu/,,Hipo university-domains-list
Florida Polytechnic University,US,floridapoly.edu,https://floridapoly.edu/,,Hipo university-domains-list
Wagner College,US,wagner.edu,https://wagner.edu/,,Hipo university-domains-list
Wilmington University,US,wilmu.edu,https://www.wilmu.edu/,,Hipo university-domains-list
International Technological University,US,itu.edu,https://itu.edu/,,Hipo university-domains-list
Young Harris College,US,yhc.edu,https://www.yhc.edu/,,Hipo university-domains-list
University of Findlay,US,findlay.edu,https://www.findlay.edu/,,Hipo university-domains-list
Philadelphia College of Osteopathic Medicine,US,pcom.edu,https://www.pcom.edu/,,Hipo university-domains-list
Yosemite Community College District,US,yosemite.edu,https://www.yosemite.edu/,,Hipo university-domains-list
Coastal Alabama Community College,US,coastalalabama.edu,http://www.coastalalabama.edu/,,Hipo university-domains-list
Purdue University Northwest,US,pnw.edu,https://www.pnw.edu/,,Hipo university-domains-list
Columbia Basin College,US,columbiabasin.edu,http://www.columbiabasin.edu/,,Hipo university-domains-list
Seattle Colleges,US,seattlecolleges.edu,https://www.seattlecolleges.edu/,,Hipo university-domains-list
Lipscomb University,US,lipscomb.edu,https://www.lipscomb.edu/,,Hipo university-domains-list
Tiffin University,US,tiffin.edu,http://www.tiffin.edu/,,Hipo university-domains-list
NorthCap University,IN,ncuindia.edu,http://www.ncuindia.edu/,,Hipo university-domains-list
Troy University,US,troy.edu,https://troy.edu/,,Hipo university-domains-list
42 US,US,student.42.us.org,http://www.42.us.org/,,Hipo university-domains-list
California Baptist University,US,calbaptist.edu,http://www.calbaptist.edu/,,Hipo university-domains-list
Stevenson University,US,stevenson.edu,http://www.stevenson.edu/,,Hipo university-domains-list
Marine Biological Laboratory,US,mbl.edu,http://www.mbl.edu/,,Hipo university-domains-list
Maryville University,US,maryville.edu,http://www.maryville.edu/,,Hipo university-domains-list
The Art Institutes,US,aii.edu,http://www.aii.edu/,,Hipo university-domains-list
University of Mississippi Medical Center,US,umc.edu,http://www.umc.edu/,,Hipo university-domains-list
University of Central Oklahoma,US,uco.edu,http://www.uco.edu/,,Hipo university-domains-list
Hallmark University,US,hallmarkuniversity.edu,http://www.hallmarkuniversity.edu/,,Hipo university-domains-list
Keiser University,US,keiseruniversity.edu,http://www.keiseruniversity.edu/,,Hipo university-domains-list
St. Johns River State College,US,sjrstate.edu,http://www.sjrstate.edu/,,Hipo university-domains-list
Indian River State College,US,irsc.edu,http://www.irsc.edu/,,Hipo university-domains-list
Barnard College,US,barnard.edu,http://www.barnard.edu/,,Hipo university-domains-list
California Southern University,US,calsouthern.edu,http://www.calsouthern.edu/,,Hipo university-domains-list
University of La Verne,US,laverne.edu,http://www.laverne.edu/,,Hipo university-domains-list
Washington & Jefferson College,US,washjeff.edu,http://www.washjeff.edu/,,Hipo university-domains-list
University of the People,US,uopeople.edu,http://www.uopeople.edu/,,Hipo university-domains-list
Touro College,US,touro.edu,http://www.touro.edu/,,Hipo university-domains-list
New Jersey City University,US,njcu.edu,http://www.njcu.edu/,,Hipo university-domains-list
Lander University,US,lander.edu,http://www.lander.edu/,,Hipo university-domains-list
SUNY Maritime College,US,sunymaritime.edu,http://www.sunymaritime.edu/,,Hipo university-domains-list
Lesley University,US,lesley.edu,http://www.lesley.edu/,,Hipo university-domains-list
Laurus College,US,lauruscollege.edu,http://www.lauruscollege.edu/,,Hipo university-domains-list
National Park College,US,np.edu,http://www.np.edu/,,Hipo university-domains-list
Oklahoma Christian University,US,oc.edu,http://www.oc.edu/,,Hipo university-domains-list
San Diego Christian College,US,sdcc.edu,http://www.sdcc.edu/,,Hipo university-domains-list
SANS Technology Institute,US,sans.edu,http://www.sans.edu/,,Hipo university-domains-list
Pasco-Hernando State College,US,phsc.edu,http://www.phsc.edu/,,Hipo university-domains-list
New College of Florida,US,ncf.edu,http://www.ncf.edu/,,Hipo university-domains-list
Grand Canyon University,US,gcu.edu,http://www.gcu.edu/,,Hipo university-domains-list
Cold Spring Harbor Laboratory,US,cshl.edu,http://www.cshl.edu/,,Hipo university-domains-list
Albany State University,US,asurams.edu,http://www.asurams.edu/,,Hipo university-domains-list
Lasell College,US,lasell.edu,http://www.lasell.edu/,,Hipo university-domains-list
Contra Costa Community College District,US,4cd.edu,http://www.4cd.edu/,,Hipo university-domains-list
Mount St. Mary's University,US,msmary.edu,http://www.msmary.edu/,,Hipo university-domains-list
Robert Morris University Illinois,US,robertmorris.edu,http://www.robertmorris.edu/,,Hipo university-domains-list
Northwest Florida State College,US,nwfsc.edu,http://www.nwfsc.edu/,,Hipo university-domains-list
West Virginia Wesleyan College,US,wvwc.edu,http://www.wvwc.edu/,,Hipo university-domains-list
Utica College,US,utica.edu,http://www.utica.edu/,,Hipo university-domains-list
Career College of Northern Nevada,US,ccnn.edu,http://www.ccnn.edu/,,Hipo university-domains-list
College of Southern Nevada,US,csn.edu,https://www.csn.edu/,,Hipo university-domains-list
University of North Georgia,US,ung.edu,http://www.ung.edu/,,Hipo university-domains-list
The Principia,US,principia.edu,http://www.principia.edu/,,Hipo university-domains-list
Lynn University,US,lynn.edu,http://www.lynn.edu/,,Hipo university-domains-list
Colorado Community College System,US,cccs.edu,http://www.cccs.edu/,,Hipo university-domains-list
Valencia College,US,valenciacollege.edu,http://www.valenciacollege.edu/,,Hipo university-domains-list
St. Petersburg College,US,spcollege.edu,http://www.spcollege.edu/,,Hipo university-domains-list
Globe University & Minnesota School of Business,US,msbcollege.edu,http://www.msbcollege.edu/,,Hipo university-domains-list
Everest College,US,everest.edu,http://www.everest.edu/,,Hipo university-domains-list
Southwest Research Institute,US,swri.edu,http://www.swri.edu/,,Hipo university-domains-list
American Public University System,US,apus.edu,http://www.apus.edu/,,Hipo university-domains-list
Full Sail University,US,fullsail.edu,http://www.fullsail.edu/,,Hipo university-domains-list
YTI Career Institute,US,yti.edu,http://www.yti.edu/,,Hipo university-domains-list
Defense Language Institute Foreign Language Center,US,dliflc.edu,http://www.dliflc.edu/,,Hipo university-domains-list
Columbus State University,US,columbusstate.edu,http://www.columbusstate.edu/,,Hipo university-domains-list
Morehead State University,US,moreheadstate.edu,http://www.moreheadstate.edu/,,Hipo university-domains-list
Colorado State University - Global Campus,US,csuglobal.edu,http://www.csuglobal.edu/,,Hipo university-domains-list
North Dakota University System,US,ndus.edu,http://www.ndus.edu/,,Hipo university-domains-list
University of Houston-Downtown,US,uhd.edu,http://www.uhd.edu/,,Hipo university-domains-list
Stratford University,US,stratford.edu,http://www.stratford.edu/,,Hipo university-domains-list
"California Polytechnic State University, Pomona",US,cpp.edu,http://www.cpp.edu/,,Hipo university-domains-list
Baker College,US,baker.edu,http://www.baker.edu/,,Hipo university-domains-list
The College of New Jersey,US,tcnj.edu,http://www.tcnj.edu/,,Hipo university-domains-list
Abilene Christian University,US,acu.edu,http://www.acu.edu/,,Hipo university-domains-list
Adelphi University,US,adelphi.edu,http://www.adelphi.edu/,,Hipo university-domains-list
Agnes Scott College,US,agnesscott.edu,http://www.agnesscott.edu/,,Hipo university-domains-list
Aiken Technical College,US,atc.edu,http://www.atc.edu/,,Hipo university-domains-list
Air Force Institute of Technology,US,afit.edu,http://www.afit.edu/,,Hipo university-domains-list
Alabama A&M University,US,aamu.edu,http://www.aamu.edu/,,Hipo university-domains-list
Alabama State University,US,alasu.edu,http://www.alasu.edu/,,Hipo university-domains-list
Alamo Colleges,US,aloma.edu,http://www.alamo.edu/,,Hipo university-domains-list
Albertson College of Idaho,US,acofi.edu,http://www.acofi.edu/,,Hipo university-domains-list
Albion College,US,albion.edu,http://www.albion.edu/,,Hipo university-domains-list
Alfred University,US,alfred.edu,http://www.alfred.edu/,,Hipo university-domains-list
Allegheny College,US,alleg.edu,http://www.alleg.edu/,,Hipo university-domains-list
Allentown College of Saint Francis de Sales,US,allencol.edu,http://www.allencol.edu/,,Hipo university-domains-list
Alma College,US,alma.edu,http://www.alma.edu/,,Hipo university-domains-list
Alverno College,US,alverno.edu,http://www.alverno.edu/,,Hipo university-domains-list
Ambassador University,US,ambassador.edu,http://www.ambassador.edu/,,Hipo university-domains-list
American Coastline University,US,amercoastuniv.edu,http://www.amercoastuniv.edu/,,Hipo university-domains-list
American International College,US,aic.edu,http://www.aic.edu/,,Hipo university-domains-list
American University,US,american.edu,http://www.american.edu/,,Hipo university-domains-list
Amherst College,US,amherst.edu,http://www.amherst.edu/,,Hipo university-domains-list
Andrews University,US,andrews.edu,http://www.andrews.edu/,,Hipo university-domains-list
Angelo State University,US,angelo.edu,http://www.angelo.edu/,,Hipo university-domains-list
Anne Arundel Community College,US,aacc.edu,http://www.aacc.edu/,,Hipo university-domains-list
Antioch New England,US,antiochne.edu,http://www.antiochne.edu/,,Hipo university-domains-list
Antioch University,US,antioch.edu,http://www.antioch.edu/,,Hipo university-domains-list
Antioch University - Los Angeles,US,antiochla.edu,http://www.antiochla.edu/,,Hipo university-domains-list
Antioch University - Seattle,US,seattleantioch.edu,http://www.seattleantioch.edu/,,Hipo university-domains-list
Appalachian State University,US,appstate.edu,http://www.appstate.edu/,,Hipo university-domains-list
Aquinas College,US,aquinas.edu,http://www.aquinas.edu/,,Hipo university-domains-list
Arcadia College,US,arcadia.edu,http://www.arcadia.edu/,,Hipo university-domains-list
Arizona State University,US,asu.edu,http://www.asu.edu/,,Hipo university-domains-list
Arizona Western College,US,azwestern.edu,http://www.azwestern.edu/,,Hipo university-domains-list
Arkansas State University,US,astate.edu,http://www.astate.edu/,,Hipo university-domains-list
Arkansas Tech University,US,atu.edu,http://www.atu.edu/,,Hipo university-domains-list
Armstrong State College,US,armstrong.edu,http://www.armstrong.edu/,,Hipo university-domains-list
Ashland University,US,ashland.edu,http://www.ashland.edu/,,Hipo university-domains-list
Assumption College,US,assumption.edu,http://www.assumption.edu/,,Hipo university-domains-list
Auburn University,US,auburn.edu,http://www.auburn.edu/,,Hipo university-domains-list
Auburn University at Montgomery,US,aum.edu,http://www.aum.edu/,,Hipo university-domains-list
Augsburg College,US,augsburg.edu,http://www.augsburg.edu/,,Hipo university-domains-list
Augustana College (IL),US,augustana.edu,http://www.augustana.edu/,,Hipo university-domains-list
Augustana College (SD),US,augie.edu,http://www.augie.edu/,,Hipo university-domains-list
Augusta University,US,augusta.edu|gru.edu,http://www.augusta.edu/|http://www.gru.edu/,,Hipo university-domains-list
Aurora University,US,aurora.edu,http://www.aurora.edu/,,Hipo university-domains-list
Austin College,US,austincollege.edu,http://www.austincollege.edu/,,Hipo university-domains-list
Austin Community College,US,austincc.edu,http://www.austincc.edu/,,Hipo university-domains-list
Austin Peay State University,US,apsu.edu,http://www.apsu.edu/,,Hipo university-domains-list
Averett College,US,averett.edu,http://www.averett.edu/,,Hipo university-domains-list
Avila College,US,avila.edu,http://www.avila.edu/,,Hipo university-domains-list
Azusa Pacific University,US,apu.edu,http://www.apu.edu/,,Hipo university-domains-list
Babson College,US,babson.edu,http://www.babson.edu/,,Hipo university-domains-list
Baker University,US,bakeru.edu,http://www.bakeru.edu/,,Hipo university-domains-list
Ball State University,US,bsu.edu,http://www.bsu.edu/,,Hipo university-domains-list
Baptist Bible College,US,bbc.edu,http://www.bbc.edu/,,Hipo university-domains-list
Bard College,US,bard.edu,http://www.bard.edu/,,Hipo university-domains-list
Barry University,US,barry.edu,http://www.barry.edu/,,Hipo university-domains-list
Bastyr University,US,bastyr.edu,http://www.bastyr.edu/,,Hipo university-domains-list
Bates College,US,bates.edu,http://www.bates.edu/,,Hipo university-domains-list
Baylor College of Medicine,US,bcm.edu,http://www.bcm.edu/,,Hipo university-domains-list
Baylor University,US,baylor.edu,http://www.baylor.edu/,,Hipo university-domains-list
Bellevue University,US,bellevue.edu,http://www.bellevue.edu/,,Hipo university-domains-list
Belmont University,US,belmont.edu,http://www.belmont.edu/,,Hipo university-domains-list
Beloit College,US,beloit.edu,http://www.beloit.edu/,,Hipo university-domains-list
Bemidji State University,US,bemidjistate.edu,http://www.bemidjistate.edu/,,Hipo university-domains-list
Benedictine College,US,benedictine.edu,http://www.benedictine.edu/,,Hipo university-domains-list
Bennington College,US,bennington.edu,http://www.bennington.edu/,,Hipo university-domains-list
Bentley University,US,bentley.edu,http://www.bentley.edu/,,Hipo university-domains-list
Berea College,US,berea.edu,http://www.berea.edu/,,Hipo university-domains-list
Berklee College of Music,US,berklee.edu,http://www.berklee.edu/,,Hipo university-domains-list
Bethany College,US,bethanywv.edu,http://www.bethanywv.edu/,,Hipo university-domains-list
Bethel College (KS),US,bethelks.edu,http://www.bethelks.edu/,,Hipo university-domains-list
Bethel University,US,bethel.edu,http://www.bethel.edu/,,Hipo university-domains-list
Biola University,US,biola.edu,http://www.biola.edu/,,Hipo university-domains-list
Birmingham-Southern College,US,bsc.edu,http://www.bsc.edu/,,Hipo university-domains-list
Black Hills State University,US,bhsu.edu,http://www.bhsu.edu/,,Hipo university-domains-list
Bloomsburg University of Pennsylvania,US,bloomu.edu,http://www.bloomu.edu/,,Hipo university-domains-list
Bluffton College,US,bluffton.edu,http://www.bluffton.edu/,,Hipo university-domains-list
Bob Jones University,US,bju.edu,http://www.bju.edu/,,Hipo university-domains-list
Boise State University,US,boisestate.edu,http://www.boisestate.edu/,,Hipo university-domains-list
Boston College,US,bc.edu,http://www.bc.edu/,,Hipo university-domains-list
Boston Graduate School of Psychoanalysis,US,bgsp.edu,http://www.bgsp.edu/,,Hipo university-domains-list
Boston University,US,bu.edu,http://www.bu.edu/,,Hipo university-domains-list
Bowdoin College,US,bowdoin.edu,http://www.bowdoin.edu/,,Hipo university-domains-list
Bowie State University,US,bowiestate.edu,http://www.bowiestate.edu/,,Hipo university-domains-list
Bowling Green State University,US,bgsu.edu,http://www.bgsu.edu/,,Hipo university-domains-list
Bradley University,US,bradley.edu,http://www.bradley.edu/,,Hipo university-domains-list
Brandeis University,US,brandeis.edu,http://www.brandeis.edu/,,Hipo university-domains-list
Brenau University,US,brenau.edu,http://www.brenau.edu/,,Hipo university-domains-list
Briar Cliff College,US,briar-cliff.edu,http://www.briar-cliff.edu/,,Hipo university-domains-list
Bridgewater College,US,bridgewater.edu,http://www.bridgewater.edu/,,Hipo university-domains-list
Brigham Young University,US,byu.edu,http://www.byu.edu/,,Hipo university-domains-list
Brigham Young University - Idaho,US,byui.edu,http://www.byui.edu/,,Hipo university-domains-list
Brigham Young University Hawaii,US,byuh.edu,http://www.byuh.edu/,,Hipo university-domains-list
Broward College,US,broward.edu,http://www.broward.edu/,,Hipo university-domains-list
Brown University,US,brown.edu,http://www.brown.edu/,,Hipo university-domains-list
Bryant University,US,bryant.edu,http://www.bryant.edu/,,Hipo university-domains-list
Bryn Mawr College,US,brynmawr.edu,http://www.brynmawr.edu/,,Hipo university-domains-list
Bucknell University,US,bucknell.edu,http://www.bucknell.edu/,,Hipo university-domains-list
Buena Vista University,US,bvu.edu,http://www.bvu.edu/,,Hipo university-domains-list
Butler University,US,butler.edu,http://www.butler.edu/,,Hipo university-domains-list
California Coast University,US,calcoast.edu,http://www.calcoast.edu/,,Hipo university-domains-list
California Institute of Technology,US,caltech.edu,http://www.caltech.edu/,,Hipo university-domains-list
California Lutheran University,US,callutheran.edu,http://www.callutheran.edu/,,Hipo university-domains-list
California Maritime Academy,US,csum.edu,http://www.csum.edu/,,Hipo university-domains-list
California National University,US,cnuas.edu,http://www.cnuas.edu/,,Hipo university-domains-list
"California Polytechnic State University, San Luis Obispo",US,calpoly.edu,http://www.calpoly.edu/,,Hipo university-domains-list
"California State University, Bakersfield",US,csub.edu|csubak.edu,http://www.csub.edu/,,Hipo university-domains-list
"California State University, Chico",US,csuchico.edu,http://www.csuchico.edu/,,Hipo university-domains-list
"California State University, Dominguez Hills",US,csudh.edu,http://www.csudh.edu/,,Hipo university-domains-list
"California State University, Fresno",US,csufresno.edu|fresnostate.edu,http://www.csufresno.edu/|http://www.fresnostate.edu/,,Hipo university-domains-list
"California State University, Fullerton",US,fullerton.edu,http://www.fullerton.edu/,,Hipo university-domains-list
"California State University, Hayward",US,csuhayward.edu,http://www.csuhayward.edu/,,Hipo university-domains-list
"California State University, Long Beach",US,csulb.edu,http://www.csulb.edu/,,Hipo university-domains-list
"California State University, Los Angeles",US,calstatela.edu,http://www.calstatela.edu/,,Hipo university-domains-list
"California State University, Monterey Bay",US,csumb.edu,http://www.csumb.edu/,,Hipo university-domains-list
"California State University, Northridge",US,csun.edu,http://www.csun.edu/,,Hipo university-domains-list
"California State University, Sacramento",US,csus.edu,http://www.csus.edu/,,Hipo university-domains-list
"California State University, San Bernardino",US,csusb.edu,http://www.csusb.edu/,,Hipo university-domains-list
"California State University, San Marcos",US,csusm.edu,http://www.csusm.edu/,,Hipo university-domains-list
"California State University, Stanislaus",US,csustan.edu,http://www.csustan.edu/,,Hipo university-domains-list
California State University System,US,calstate.edu,http://www.calstate.edu/,,Hipo university-domains-list
California University of Pennsylvania,US,cup.edu,http://www.cup.edu/,,Hipo university-domains-list
Calvin College,US,calvin.edu,http://www.calvin.edu/,,Hipo university-domains-list
Cameron University,US,cameron.edu,http://www.cameron.edu/,,Hipo university-domains-list
Campbellsville College,US,campbellsville.edu,http://www.campbellsville.edu/,,Hipo university-domains-list
Campbell University,US,campbell.edu,http://www.campbell.edu/,,Hipo university-domains-list
Canisius College,US,canisius.edu,http://www.canisius.edu/,,Hipo university-domains-list
Capella University,US,capella.edu|capellauniversity.edu,http://www.capella.edu/|http://www.capellauniversity.edu/,,Hipo university-domains-list
Capitol Technology University,US,captechu.edu,http://www.captechu.edu/,,Hipo university-domains-list
Carleton College,US,carleton.edu,http://www.carleton.edu/,,Hipo university-domains-list
Carlow College,US,carlow.edu,http://www.carlow.edu/,,Hipo university-domains-list
Carnegie Mellon University,US,cmu.edu,http://www.cmu.edu/,,Hipo university-domains-list
Carroll College,US,carroll.edu,http://www.carroll.edu/,,Hipo university-domains-list
Carroll University,US,carrollu.edu,http://www.carrollu.edu/,,Hipo university-domains-list
Carson-Newman College,US,cn.edu,http://www.cn.edu/,,Hipo university-domains-list
Carthage College,US,carthage.edu,http://www.carthage.edu/,,Hipo university-domains-list
Case Western Reserve University,US,case.edu,http://www.case.edu/,,Hipo university-domains-list
Castleton State University,US,castleton.edu,http://www.castleton.edu/,,Hipo university-domains-list
Catholic University of America,US,cua.edu,http://www.cua.edu/,,Hipo university-domains-list
Cedarville College,US,cedarville.edu,http://www.cedarville.edu/,,Hipo university-domains-list
Centenary College of Louisiana,US,centenary.edu,http://www.centenary.edu/,,Hipo university-domains-list
Central College,US,central.edu,http://www.central.edu/,,Hipo university-domains-list
Central Connecticut State University,US,ccsu.edu,http://www.ccsu.edu/,,Hipo university-domains-list
Central Methodist College,US,cmc.edu,http://www.cmc.edu/,,Hipo university-domains-list
Central Michigan University,US,cmich.edu,http://www.cmich.edu/,,Hipo university-domains-list
Central Washington University,US,cwu.edu,http://www.cwu.edu/,,Hipo university-domains-list
Centre College,US,centre.edu,http://www.centre.edu/,,Hipo university-domains-list
Chadron State College,US,csc.edu,http://www.csc.edu/,,Hipo university-domains-list
Champlain College,US,champlain.edu,http://www.champlain.edu/,,Hipo university-domains-list
Chapman University,US,chapman.edu,http://www.chapman.edu/,,Hipo university-domains-list
Chatham College,US,chatham.edu,http://www.chatham.edu/,,Hipo university-domains-list
Chesapeake College,US,chesapeake.edu,http://www.chesapeake.edu/,,Hipo university-domains-list
Cheyney University,US,cheyney.edu,http://www.cheyney.edu/,,Hipo university-domains-list
Chicago School of Professional Psychology,US,csopp.edu,http://www.csopp.edu/,,Hipo university-domains-list
Christian Brothers University,US,cbu.edu,http://www.cbu.edu/,,Hipo university-domains-list
Christian Theological Seminary,US,cts.edu,http://www.cts.edu/,,Hipo university-domains-list
Christopher Newport University,US,cnu.edu,http://www.cnu.edu/,,Hipo university-domains-list
City University,US,cityu.edu,http://www.cityu.edu/,,Hipo university-domains-list
City University of New York,US,cuny.edu,http://www.cuny.edu/,,Hipo university-domains-list
Claremont Graduate School,US,cgs.edu,http://www.cgs.edu/,,Hipo university-domains-list
Claremont McKenna College,US,claremontmckenna.edu,http://www.cmc.edu/,,Hipo university-domains-list
Clarion University of Pennsylvania,US,clarion.edu,http://www.clarion.edu/,,Hipo university-domains-list
